action,template,submitted_in_sitemap_now,canonical_target_becomes,hold_reason
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fremont/fremont-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/fremont-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-02-winery-or-winegrower-license/,https://www.liquorlicenseagents.com/cities/fresno-county-type-02-winery-or-winegrower-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-20-liquor-license-for-beer-and-wine-off-sale-1/,https://www.liquorlicenseagents.com/cities/fresno-county-type-20-liquor-license-for-beer-and-wine-off-sale-1/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-20-liquor-license-for-beer-and-wine-off-sale/,https://www.liquorlicenseagents.com/cities/fresno-county-type-20-liquor-license-for-beer-and-wine-off-sale/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-23-small-beer-manufacturer-license/,https://www.liquorlicenseagents.com/cities/fresno-county-type-23-small-beer-manufacturer-license/,""
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/,https://www.liquorlicenseagents.com/cities/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-75-brewpub-license-for-restaurants-and-breweries/,https://www.liquorlicenseagents.com/cities/fresno-county-type-75-brewpub-license-for-restaurants-and-breweries/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-75-on-sale-general-brewpub-license/,https://www.liquorlicenseagents.com/cities/fresno-county-type-75-on-sale-general-brewpub-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-85-limited-off-sale-wine-license/,https://www.liquorlicenseagents.com/cities/fresno-county-type-85-limited-off-sale-wine-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/fullerton/fullerton-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/fullerton-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/garden-grove/garden-grove-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/garden-grove-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gardena/gardena-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/gardena-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gilbert/gilbert-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/gilbert-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gilbert/gilbert-series-1-license/,https://www.liquorlicenseagents.com/cities/gilbert-series-1-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gilbert/gilbert-series-10-license/,https://www.liquorlicenseagents.com/cities/gilbert-series-10-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gilbert/gilbert-series-11-license/,https://www.liquorlicenseagents.com/cities/gilbert-series-11-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gilbert/gilbert-series-12-license/,https://www.liquorlicenseagents.com/cities/gilbert-series-12-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gilbert/gilbert-series-6-license/,https://www.liquorlicenseagents.com/cities/gilbert-series-6-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gilbert/gilbert-series-7-license/,https://www.liquorlicenseagents.com/cities/gilbert-series-7-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/gilbert/gilbert-series-9-license/,https://www.liquorlicenseagents.com/cities/gilbert-series-9-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/glendale-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-series-1-license/,https://www.liquorlicenseagents.com/cities/glendale-series-1-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-series-10-license/,https://www.liquorlicenseagents.com/cities/glendale-series-10-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-series-11-license/,https://www.liquorlicenseagents.com/cities/glendale-series-11-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-series-12-license/,https://www.liquorlicenseagents.com/cities/glendale-series-12-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-series-6-license/,https://www.liquorlicenseagents.com/cities/glendale-series-6-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-series-7-license/,https://www.liquorlicenseagents.com/cities/glendale-series-7-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-series-9-license/,https://www.liquorlicenseagents.com/cities/glendale-series-9-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-type-20-license/,https://www.liquorlicenseagents.com/cities/glendale-type-20-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-type-21-license/,https://www.liquorlicenseagents.com/cities/glendale-type-21-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-type-41-license/,https://www.liquorlicenseagents.com/cities/glendale-type-41-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-type-47-license/,https://www.liquorlicenseagents.com/cities/glendale-type-47-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-type-48-license/,https://www.liquorlicenseagents.com/cities/glendale-type-48-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-type-57-license/,https://www.liquorlicenseagents.com/cities/glendale-type-57-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendale/glendale-type-61-license/,https://www.liquorlicenseagents.com/cities/glendale-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/glendora/glendora-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/glendora-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/goleta/goleta-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/goleta-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/guadalupe/guadalupe-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/guadalupe-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hawaiian-gardens/hawaiian-gardens-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/hawaiian-gardens-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hawthorne/hawthorne-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/hawthorne-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hayward/hayward-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/hayward-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hermosa-beach/hermosa-beach-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/hermosa-beach-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hialeah/hialeah-13ct-license/,https://www.liquorlicenseagents.com/cities/hialeah-13ct-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hialeah/hialeah-2aps-license/,https://www.liquorlicenseagents.com/cities/hialeah-2aps-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hialeah/hialeah-2cop-license/,https://www.liquorlicenseagents.com/cities/hialeah-2cop-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hialeah/hialeah-3ps-quota-license/,https://www.liquorlicenseagents.com/cities/hialeah-3ps-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hialeah/hialeah-4cop-quota-license/,https://www.liquorlicenseagents.com/cities/hialeah-4cop-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hialeah/hialeah-4cop-sfs-license/,https://www.liquorlicenseagents.com/cities/hialeah-4cop-sfs-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hialeah/hialeah-cmb-license/,https://www.liquorlicenseagents.com/cities/hialeah-cmb-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hialeah/hialeah-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/hialeah-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/hidden-hills/hidden-hills-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/hidden-hills-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/huntington-beach/huntington-beach-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/huntington-beach-liquor-licenses-for-restaurants-bars-and-retailers/,""
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/huntington-park/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/imperial-beach/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/irvine/irvine-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/irvine-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/irwindale/irwindale-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/irwindale-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/jacksonville/jacksonville-13ct-license/,https://www.liquorlicenseagents.com/cities/jacksonville-13ct-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/jacksonville/jacksonville-2aps-license/,https://www.liquorlicenseagents.com/cities/jacksonville-2aps-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/jacksonville/jacksonville-2cop-license/,https://www.liquorlicenseagents.com/cities/jacksonville-2cop-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/jacksonville/jacksonville-3ps-quota-license/,https://www.liquorlicenseagents.com/cities/jacksonville-3ps-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/jacksonville/jacksonville-4cop-quota-license/,https://www.liquorlicenseagents.com/cities/jacksonville-4cop-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/jacksonville/jacksonville-4cop-sfs-license/,https://www.liquorlicenseagents.com/cities/jacksonville-4cop-sfs-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/jacksonville/jacksonville-cmb-license/,https://www.liquorlicenseagents.com/cities/jacksonville-cmb-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/jacksonville/jacksonville-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/jacksonville-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/la-habra-heights/la-habra-heights-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/la-habra-heights-liquor-licenses-for-restaurants-bars-and-retailers/,""
HOLD,city-detail,https://www.liquorlicenseagents.com/cities/la-habra/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/la-mesa/la-mesa-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/la-mesa-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/la-mirada/la-mirada-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/la-mirada-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/la-mirada/laguna-woods-type-61-license/,https://www.liquorlicenseagents.com/cities/laguna-woods-type-61-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/la-palma/la-palma-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/la-palma-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/la-puente/la-puente-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/la-puente-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/la-verne/la-verne-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/la-verne-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/laguna-beach/laguna-beach-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/laguna-beach-liquor-licenses-for-restaurants-bars-and-retailers/,""
